GEOID,crash_count,Area_km2,MedHHInc,Whites,Black,Asian,Native_Ame,Ethics_div,MedRent,MedHVal,Population,Building_d,Felony_den,Misdemeano,Violation.,Homeless_d,Unemployme,Public,Commercial,Industrial,Residential,Mixed.Use,commercial_density,tree_density,open_space_density,intersection_density,road_density,traffic_signals_density,parking_meter_density,Bus.Stop.Density,Bus.Line.Density,Metro.Stop.Density,Metro.Line.Density,SVI,GVI,VEI,VMI,VHI,avg_speed_limit,mean_elevation,mean_slope,geometry
060750124032,1,0.015338407,NA,17.17597471,1.685985248,60.37934668,0,0.597625364,NA,NA,61870.8335,0.599388782,10300.93961,14669.05958,9844.568871,130.3916407,5.353728489,0.030506899,47.70339571,0,0,52.26609739,20259.03721,6246.536475,0,1519.427791,52.4290229,506.4759304,8441.265506,168.8262612,10.99891661,0,0,0.305041504,0.023295085,0.226767985,0.435713704,0.022556559,19.78883156,28.81534767150879,5.81265926361084,"MULTIPOLYGON (((-122.4173 37.78238, -122.4157 37.78258, -122.4155 37.78165, -122.4171 37.78145, -122.4173 37.78238)))"
060750479022,1,0.120943246,148594,47.51525719,0,25.37053182,0,0.709863645,2278,1241000,9483.787117,0.35002533,41.34170496,90.95175091,49.61004595,8.268340991,8.90625,0,0,0,100,0,2034.004964,3746.851249,0,214.1057857,29.89093938,0,0,42.82139835,15.15432913,0,0,0.414911395,0.037572736,0.109250931,0.443133225,0.021943738,18.11831119,84.78599548339844,5.30332088470459,"MULTIPOLYGON (((-122.502 37.78123, -122.4988 37.78138, -122.4987 37.77951, -122.4985 37.77753, -122.5017 37.77739, -122.502 37.78123)))"
060750615062,1,0.020921712,230054,55.24691358,5.144032922,39.6090535,0,0.535244035,3501,NA,46458.91228,0.497075111,1099.336402,860.3502275,95.59446972,191.1889394,5.771248688,0,0,0,99.99776303,0.002236969,11139.5082,8168.97268,0,742.63388,36.46433673,247.5446267,4332.030966,0,0,0,0,0.208462364,0.056757877,0.323659796,0.435065554,0.019138805,44.06873541,17.902956008911133,6.021933555603027,"MULTIPOLYGON (((-122.3927 37.78869, -122.3912 37.78746, -122.3921 37.78677, -122.3936 37.788, -122.3927 37.78869)))"
060750452021,1,0.121237401,145030,41.50058617,3.692848769,44.07971864,0,0.629905279,2164,1931600,14071.56523,0.376630994,593.8761408,998.0418477,1278.483359,156.7173149,13.48837209,3.55717362,0,0,79.88833381,16.55449257,4506.70108,4036.808076,21.35877289,299.0228205,28.4596023,85.43509157,1067.938645,85.43557284,33.88583201,0,0,0.366185334,0.049255371,0.164663412,0.441391121,0.019482758,17.68159307,58.77870559692383,2.090327262878418,"MULTIPOLYGON (((-122.4675 37.78094, -122.4664 37.78099, -122.4643 37.78109, -122.464 37.77723, -122.4672 37.77709, -122.4674 37.77895, -122.4675 37.78094)))"
060750125024,1,0.015314,39632,7.58377425,3.762492651,36.15520282,0.293944738,0.725365409,977,NA,111074.8323,0.606693281,19981.71586,38200.33914,33629.35838,1697.79285,17.62854145,1.02074e-5,0,0,0,99.99998979,11498.42877,6425.59255,0,1521.850867,66.84186606,507.2836224,6256.498009,338.1909867,26.34415337,0,0,0.262950352,0.038106646,0.2706604,0.439940316,0.020247323,20,26.364425659179688,4.574596405029297,"MULTIPOLYGON (((-122.4142 37.78372, -122.4126 37.78393, -122.4124 37.783, -122.4141 37.78279, -122.4142 37.78372)))"
060750124041,1,0.015298038,23281,60.51990252,3.005686434,15.84077985,0,0.565163021,619,NA,80467.83344,0.50349995,11308.63947,29807.74334,11243.27161,65.3678582,2.30125523,0,0,0,0,100,13372.40129,5585.939778,0,677.0836095,41.745026,338.5418047,6940.106997,338.5437118,26.37006865,0,0,0.289782715,0.017215576,0.23480835,0.44243042,0.022966309,20,27.256187438964844,4.3515214920043945,"MULTIPOLYGON (((-122.4159 37.78352, -122.4142 37.78372, -122.4141 37.78279, -122.4157 37.78258, -122.4159 37.78352)))"
060750176043,1,0.05560051,NA,28.05933251,36.58838072,23.73300371,1.112484549,0.724088247,612,2000001,14550.22636,0.505263255,17.98544667,17.98544667,17.98544667,3129.467721,18.9453125,25.01988055,64.29009385,0,0,10.6900256,9827.021604,6473.725133,0,46.57356211,21.87763697,0,2514.972354,232.8691223,289.5862465,139.7214734,95.19418971,0.278930252,0.039854926,0.249040346,0.426545839,0.03670213,18.58848411,17.514469146728516,3.7093992233276367,"MULTIPOLYGON (((-122.412 37.78095, -122.4103 37.78225, -122.4087 37.78097, -122.4109 37.77921, -122.4119 37.78001, -122.4125 37.78051, -122.412 37.78095)))"
060750104022,1,0.075269728,191375,64.23357664,0,27.85888078,0,0.509793039,2389,2000001,10920.72501,0.355720367,278.9966244,836.9898732,225.8544102,92.9988748,0,19.69807843,10.69076291,0,69.58904846,0.022110196,3474.736587,11834.74639,0,1857.779957,70.8486834,34.40333254,0,206.4211581,17.59489206,0,0,0.273679791,0.160777005,0.290457986,0.397811196,0.022752935,15,57.95404052734375,14.764202117919922,"MULTIPOLYGON (((-122.408 37.8025, -122.4048 37.8029, -122.4032 37.8031, -122.4028 37.80124, -122.406 37.80083, -122.4062 37.80172, -122.4078 37.80157, -122.408 37.8025)))"
060750164003,1,0.122751134,218523,58.1294964,5.971223022,15.17985612,0,0.635082035,2924,930600,11323.72428,0.181950322,219.9572342,545.8198034,73.31907807,65.17251384,1.88003581,56.65235167,0,0,43.34764833,0,2721.320102,4408.960476,21.09550467,84.38201867,11.64484462,21.09550467,0,63.28687051,7.668284238,0,0,0.324478928,0.155948039,0.181056691,0.401149444,0.014553553,19.18994679,71.29319763183594,6.267802715301514,"MULTIPOLYGON (((-122.4365 37.77707, -122.4332 37.77749, -122.4325 37.77376, -122.4358 37.77335, -122.4365 37.77707)))"
060750154012,1,0.132922826,86741,64.50980392,0.098039216,29.31372549,0,0.497364475,2591,2000001,7673.625614,0.360462177,157.9864097,105.3242731,135.4169226,75.23162367,17.73255814,9.022770473,0,0,75.19380255,15.78342698,5415.759734,7266.468996,0,77.92460049,21.2774405,19.48115012,1071.463257,58.44377959,0.786420303,0,0,0.382772687,0.063770163,0.145294365,0.43902658,0.020351541,17.2924606,66.71517181396484,1.9809226989746094,"MULTIPOLYGON (((-122.459 37.78383, -122.4537 37.78405, -122.4532 37.78178, -122.4542 37.78165, -122.4563 37.78145, -122.4589 37.78133, -122.459 37.78319, -122.459 37.78383)))"
060750105003,1,0.015808157,170875,45.67099567,0.865800866,36.7965368,0,0.655519715,3110,NA,58450.83737,0.289246755,63.258482,63.258482,63.258482,316.29241,1.353383459,0,0.012555777,0,0,99.98744422,5569.529696,6388.57818,0,0,20.06130793,0,10811.44,0,0,0,0,0.233793176,0.100097656,0.297883407,0.434781282,0.025772758,15,22.57394027709961,14.180657386779785,"MULTIPOLYGON (((-122.4007 37.79678, -122.3995 37.79693, -122.3982 37.79619, -122.4005 37.79588, -122.4007 37.79678)))"
060750109022,2,0.063519705,176205,79.48905109,0.802919708,13.35766423,0,0.350241888,2645,2000001,21568.11008,0.466295157,283.3766289,551.0101117,157.4314605,31.48629209,0,0,0,0,44.80942116,55.19057884,7011.950389,5340.497099,0,489.2058411,32.66226227,122.3014603,1671.45329,244.6042985,47.27608341,0,0,0.347195299,0.039629072,0.176665165,0.43865956,0.023908881,18.58422039,53.668495178222656,7.593177318572998,"MULTIPOLYGON (((-122.4243 37.79947, -122.4209 37.7999, -122.4205 37.79803, -122.4239 37.7976, -122.4243 37.79947)))"
060750207011,1,0.069633538,250001,61.05428796,1.337529504,16.6797797,0,0.598642105,3370,1603800,18252.6989,0.413010025,344.6615056,402.1050898,186.6916489,617.5185308,2.393340271,0,0,0,83.21955852,16.78044148,4574.053588,12978.41221,0,446.2491305,37.58827305,37.18742754,1152.810254,0,0,0,0,0.294764127,0.110772617,0.258949022,0.405071609,0.024356123,18.01098356,38.390193939208984,5.502436637878418,"MULTIPOLYGON (((-122.4255 37.75664, -122.4211 37.7569, -122.421 37.75529, -122.4254 37.75503, -122.4255 37.75664)))"
060750107012,1,0.044416142,22083,4.603580563,0,94.68030691,0,0.101393371,694,1081900,44015.52931,0.543460457,1305.83156,4120.123715,4750.525158,22.51433724,22.41610738,7.0353324,23.88758869,0,18.38659169,50.69048722,13292.72479,2973.372649,0,757.9185185,34.43666861,116.602849,6588.060968,58.30175292,57.00898027,0,0,0.332360388,0.015733280999999998,0.195289442,0.436755823,0.026911983,17.86635587,37.3494873046875,3.924044370651245,"MULTIPOLYGON (((-122.4121 37.79816, -122.4079 37.7987, -122.4067 37.79787, -122.4119 37.79724, -122.4121 37.79816)))"
060750112004,1,0.028985476,212917,67.41176471,3.882352941,18.58823529,0,0.509367474,3246,2000001,29325.03157,0.527849968,793.5008542,1242.001337,552.0005942,34.50003714,3.846153846,8.69355e-4,0,0,99.99913064,0,6700.389644,10095.25373,0,1697.432043,46.60074552,0,0,268.0170955,16.23610449,0,0,0.256329882,0.061841357,0.294745812,0.403427962,0.036279364,15,101.18444061279297,10.18095588684082,"MULTIPOLYGON (((-122.4145 37.79322, -122.4112 37.79364, -122.411 37.79276, -122.4143 37.79234, -122.4145 37.79322)))"
060750154021,2,0.216655477,250001,76.47806739,0,18.56325493,0,0.380262689,2959,2000001,7260.374959,0.31362711,138.4686896,249.2436413,87.69683676,383.0967079,2.222222222,4.339204438,0,0,83.14026737,12.5205282,2211.144766,4876.470618,0,406.3725515,26.01010727,95.61707094,1422.30393,35.85660359,19.83625192,0,0,0.378113659,0.074646543,0.142883283,0.442708276,0.020044401,19.68989575,82.0241928100586,4.89195442199707,"MULTIPOLYGON (((-122.4533 37.78572, -122.4534 37.78642, -122.4454 37.78744, -122.4438 37.78765, -122.4434 37.78576, -122.452 37.78411, -122.4537 37.78405, -122.4533 37.78572)))"
060750202021,3,0.079418533,171807,52.39968529,12.03776554,18.64673485,0,0.672496241,1929,1408600,16003.82115,0.371177164,579.2098921,566.6183727,277.0134267,2379.797166,0,6.798308895,0,0,47.12801715,46.07367396,7890.588743,11966.30607,0,1075.989374,73.87060823,163.028693,2510.641873,97.81776685,204.8104868,97.81776685,120.0480794,0.334936391,0.064339895,0.193453964,0.429711184,0.026130576,30.94107346,26.415781021118164,4.456840991973877,"MULTIPOLYGON (((-122.4269 37.76917, -122.4264 37.7696, -122.4249 37.77078, -122.4237 37.77178, -122.4226 37.7725, -122.4224 37.77066, -122.4223 37.76928, -122.4267 37.76898, -122.4269 37.76917)))"
060750202011,1,0.070368774,NA,48.60813704,6.209850107,20.34261242,1.498929336,0.706100491,1448,1621600,13272.93263,0.462940643,1492.139107,1548.982501,881.0726154,369.4820645,17.41007194,0,0,0,69.39649186,30.60350814,7838.177029,7286.192731,0,551.9842978,31.86350945,73.59790637,2023.942425,0,26.38308725,0,0,0.322710511,0.068481798,0.216617121,0.427367811,0.023614079,21.07397462,19.381439208984375,3.2421412467956543,"MULTIPOLYGON (((-122.4265 37.76627, -122.422 37.76654, -122.4219 37.76492, -122.4263 37.76465, -122.4265 37.76627)))"
060750202012,1,0.069983697,189375,55.37525355,6.592292089,7.403651116,0,0.615592946,2939,1897900,14088.99564,0.449654193,328.6479714,328.6479714,214.3356335,1128.834337,2.075226978,0,0,0,65.34406808,34.65593192,6660.256158,8769.337274,0,444.0170772,26.76759295,74.0028462,1776.068309,37.00163154,0,0,0,0.316555951,0.073701395,0.21559473,0.426591615,0.024093216,19.35553598,20.22540855407715,2.381901264190674,"MULTIPOLYGON (((-122.4263 37.76465, -122.4219 37.76492, -122.4217 37.7633, -122.4261 37.76304, -122.4263 37.76465)))"
060750201023,1,0.035303021,NA,13.81818182,12.72727273,63.81818182,0,0.552403306,1717,NA,15579.40343,0.532619472,368.2404447,283.2618806,141.6309403,708.1547014,0,8.460900296,0,0,12.20543651,79.33366319,11956.15077,7335.061825,73.35061825,220.0518547,22.89179737,0,7335.061825,146.7020629,82.44006346,0,0,0.333924129,0.033328878,0.200648078,0.426867518,0.029950635,16.29934098,13.624327659606934,2.4483511447906494,"MULTIPOLYGON (((-122.4219 37.76492, -122.4197 37.76505, -122.4195 37.76343, -122.4217 37.7633, -122.4219 37.76492)))"
060750262022,1,0.116361108,151071,11.10381078,0,74.04730618,0,0.424112578,1955,1054700,13079.97175,0.368553022,317.9756602,343.7574705,300.7877867,68.7514941,5.018820577,3.311031558,0,0,83.41941963,13.26954881,1513.243934,4250.435169,0,778.8755545,34.669910109999996,66.76076181,0,44.50742526,14.61048298,0,0,0.414700952,0.017055623,0.123253258,0.42150257,0.028592747,18.40261245,83.728668212890625,2.9967620372772217,"MULTIPOLYGON (((-122.452 37.71209, -122.449 37.71393, -122.4461 37.71159, -122.4484 37.71037, -122.4493 37.70995, -122.452 37.71209)))"
060750130021,1,0.09205566,250001,70.23746702,0,6.965699208,1.477572559,0.501599404,3389,2000001,20585.37194,0.46077237,640.9165935,1325.285159,271.5748278,32.58897933,2.201257862,0,0,0,71.4955706,28.5044294,13474.19365,6779.291586,0,365.6879279,26.64657025,0,2447.296133,84.3899972,10.22948507,0,0,0.335603176,0.060717863,0.204104034,0.430281283,0.025244492,16.4163962,34.734371185302734,7.263436317443848,"MULTIPOLYGON (((-122.434 37.79823, -122.4324 37.79844, -122.4307 37.79865, -122.4302 37.79585, -122.4335 37.79543, -122.434 37.79823)))"
060750135003,1,0.059465542,176343,78.69481766,0,13.43570058,0,0.362660762,2276,2000001,8761.376482,0.439437894,1076.253541,1849.810774,353.1456931,16.81646158,0,0,0,0,61.84220389,38.15779611,12323.60982,6096.485425,0,783.8338403,33.81277772,87.09264893,7968.977377,261.2794186,26.83555244,0,0,0.303290782,0.076518788,0.233271419,0.430355524,0.022926638,16.78624281,68.630096435546875,7.14987325668335,"MULTIPOLYGON (((-122.4358 37.7905, -122.4326 37.79092, -122.4322 37.78912, -122.4355 37.7887, -122.4358 37.7905)))"
060750131014,1,0.050811578,150069,69.19140225,0,20.47082907,2.251791198,0.478665394,3501,1385100,19227.90124,0.46169939,354.2499716,551.0555114,157.4444318,196.8055398,16.24605678,0,0,0,88.3776448,11.6223552,7593.496168,6574.234938,0,305.7783692,32.04476141,152.8891846,1070.224292,101.9266972,12.0006802,0,0,0.301240068,0.070023809,0.230823205,0.427099156,0.030728834,15.70923835,70.80213928222656,6.657903671264648,"MULTIPOLYGON (((-122.4267 37.79532, -122.4251 37.79553, -122.4233 37.79481, -122.4231 37.79392, -122.4263 37.79352, -122.4267 37.79532)))"
060750155003,1,0.030699459,21154,31.03448276,0,55.68326948,0,0.593623438,NA,NA,25505.33548,0.393758727,1302.954558,6189.034152,781.772735,130.2954558,21.17647059,0,0,0,99.99627857,0.003721432,2952.25986,10206.38409,0,590.4519721,34.54555007,253.0508452,0,0,15.34267083,0,0,0.318449026,0.118429767,0.217185684,0.439702022,0.016967834,16.59498296,71.05503845214844,6.0774335861206055,"MULTIPOLYGON (((-122.4283 37.78671, -122.425 37.78713, -122.4249 37.7862, -122.4281 37.78578, -122.4283 37.78671)))"
060750110021,1,0.046266795,NA,58.37037037,0,41.62962963,0,0.48598738,2111,1169000,14589.29675,0.419040094,1102.302421,1231.985059,1015.847329,345.8203675,9.981167608,10.39767304,0,0,26.46861884,63.13370812,10466.24409,7220.029347,55.96921975,783.5690765,51.02366584,279.8460987,3582.030064,167.9086051,45.90596265,0,0,0.343857924,0.035541534,0.187124411,0.423244794,0.02647845,22.4256342,57.90325164794922,4.877898216247559,"MULTIPOLYGON (((-122.4235 37.79574, -122.4201 37.79616, -122.4185 37.79642, -122.4183 37.79546, -122.4233 37.79481, -122.4235 37.79574)))"
060750104021,1,0.058179021,235441,68.61924686,1.255230126,18.54951185,0,0.490092182,3063,1445800,12324.03001,0.340863022,103.1299583,292.2015484,137.506611,34.37665275,3.59168242,25.42559321,12.31492066,0,62.25948612,0,3916.85174,6008.806646,44.50967886,934.7032561,41.39444246,44.50967886,0,311.5695072,16.62912297,0,0,0.306193918,0.103495722,0.253951805,0.401604252,0.025307918,15,50.94940948486328,14.781585693359375,"MULTIPOLYGON (((-122.4083 37.80437, -122.4066 37.80454, -122.4052 37.80476, -122.4048 37.8029, -122.408 37.8025, -122.4083 37.80437)))"
060750120021,1,0.030624915,49219,33.30618893,5.13029316,28.74592834,0,0.778847123,2070,NA,40098.06988,0.534415672,4179.603375,4440.828586,2906.130472,914.2882383,13.20754717,0,0,0,0,100,12006.92433,3297.6764,0,845.5580514,36.62941752,253.6674154,4058.678647,0,20.84652496,0,0,0.242567444,0.039657593,0.319515991,0.418035126,0.014701843,19.31415787,58.37096405029297,9.6636962890625,"MULTIPOLYGON (((-122.4185 37.78797, -122.4168 37.78818, -122.4152 37.78839, -122.415 37.78745, -122.4166 37.78724, -122.4183 37.78704, -122.4185 37.78797)))"
060750122031,1,0.015260721,NA,56.60989457,12.48986212,18.97810219,0.567721006,0.625593555,NA,NA,80795.65952,0.533170934,65.5277044,65.5277044,65.5277044,1703.720314,42.96636086,0,0,0,0,100,13065.73059,2714.957006,0,0,6.785683754,0,7975.186206,339.3715375,0,0,0,0.290028163,0.037963867,0.240951538,0.445295061,0.016163417,20,36.93437576293945,3.9405195713043213,"MULTIPOLYGON (((-122.4179 37.78517, -122.4163 37.78538, -122.4161 37.78445, -122.4177 37.78424, -122.4179 37.78517)))"
060750154022,1,0.117384141,159912,60.78431373,0,13.80392157,0,0.606377855,1917,2000001,10861.77391,0.382633542,349.2805728,417.4328797,195.9378823,25.55711509,3.685503686,0,0,0,94.63085537,5.369144625,2514.836743,6397.391714,0,617.6791999,31.51578713,88.2398857,264.7196571,66.18028708,0,0,0,0.380488309,0.067919182,0.149652654,0.441691543,0.016047853,17.6406252,70.836578369140625,3.615255117416382,"MULTIPOLYGON (((-122.4592 37.78568, -122.455 37.78621, -122.4534 37.78642, -122.4533 37.78572, -122.4537 37.78405, -122.459 37.78383, -122.4592 37.78568)))"
060750309003,1,0.317298889,250001,58.36627141,0,16.07378129,1.185770751,0.627819265,NA,1658100,4784.132726,0.241364245,223.7637836,226.9153862,53.57724397,3.151602586,1.475237092,0.702913285,0,0,96.16580352,3.131283198,905.8618363,1893.332847,0,563.1033036,29.56639027,24.48275233,179.5401838,24.48289025,18.45750544,24.48289025,9.228752722,0.420099903,0.070954549,0.098084419,0.409134245,0.030987805,16.39344215,73.55218505859375,3.6424801349639893,"MULTIPOLYGON (((-122.47 37.72499, -122.4667 37.72726, -122.4657 37.72664, -122.4628 37.72555, -122.4622 37.72529, -122.4623 37.72175, -122.4663 37.72167, -122.4672 37.72166, -122.4681 37.72166, -122.4697 37.72164, -122.4687 37.72363, -122.47 37.72499)))"
060750309006,1,0.23570068,250001,67.31391586,0,22.33009709,0,0.49702035,NA,2000001,1310.984765,0.233097502,135.7654125,195.1627805,84.85338283,16.97067657,0,8.944583536,0,0,81.73187518,9.32354128,1944.553872,7624.408967,0,582.2675436,40.050158,76.90326047,1527.079029,153.8073874,57.55282537,142.8211454,13.32493451,0.400905945,0.09710024,0.11604016,0.419387988,0.0216145,25.93120142,69.29118347167969,3.6082706451416016,"MULTIPOLYGON (((-122.4752 37.73476, -122.4716 37.73471, -122.4718 37.73326, -122.4719 37.73196, -122.4719 37.7311, -122.4721 37.72682, -122.475 37.72693, -122.4749 37.72901, -122.475 37.73107, -122.4752 37.73476)))"
060750311002,1,0.187563341,147667,44.51410658,10.81504702,35.10971787,0,0.666293447,2274,1385500,6803.035146,0.286181562,229.2558866,239.9189511,170.6090319,37.32072573,8.843537415,3.894332567,0,0,96.10566743,0,1159.68894,9042.81257,0,483.2037251,36.98779548,13.80582072,0,41.41769547,21.18702708,0,0,0.382871542,0.09478167,0.148858425,0.423984824,0.025774656,31.6376864,67.97430419921875,7.052708148956299,"MULTIPOLYGON (((-122.4466 37.7316, -122.4397 37.73163, -122.4396 37.73019, -122.4412 37.72942, -122.4431 37.72863, -122.4437 37.7283, -122.4466 37.72827, -122.4466 37.72908, -122.4466 37.7316)))"
060750311003,1,0.372484673,161528,31.80458624,0.997008973,22.1335992,0,0.674411462,NA,1194400,2692.728247,0.20692404,61.74750716,56.37815871,29.53141647,18.79271957,3.921568627,75.30155424,0,0,24.68252296,0.015922804,319.7854578,2252.40192,0,403.2077512,30.91547216,20.85557334,0,48.66327858,6.873496598,13.90379388,0,0.388064021,0.107935152,0.123323476,0.417664443,0.027877558,38.13372689,88.134521484375,6.2911529541015625,"MULTIPOLYGON (((-122.454 37.72917, -122.4528 37.72909, -122.4466 37.72908, -122.4466 37.72827, -122.4437 37.7283, -122.4463 37.72598, -122.4479 37.723, -122.4495 37.72301, -122.4516 37.72303, -122.4523 37.72318, -122.4524 37.7285, -122.454 37.7288, -122.454 37.72917)))"
060750327003,1,0.117744411,85536,36.99085619,0.914380715,18.03823774,0,0.743954743,1835,1443200,10217.0455,0.399564069,101.9156658,84.92972149,84.92972149,76.43674934,9.833333333,0,0,0,87.64929505,12.35070495,2243.204553,2441.134367,0,131.953209,20.03885602,0,0,43.98465078,0,43.98465078,0,0.414027547,0.015301044,0.11790877,0.432995808,0.028888224,16.67753168,72.14033508300781,2.8552489280700684,"MULTIPOLYGON (((-122.4931 37.76099, -122.4866 37.76128, -122.4865 37.75941, -122.4929 37.75912, -122.4931 37.76099)))"
060750352021,1,0.130092586,96583,44.81327801,1.896858328,37.99644339,0,0.645336263,2005,1375000,12967.68751,0.339310207,361.2811577,622.6334846,292.0996594,261.3523269,2.796528447,3.140732528,0,0,87.97060145,8.888666017,2109.896955,2826.465733,0,537.426583,40.44754145,39.80937652,0,79.61920155,13.16564499,0,0,0.402851857,0.048836701,0.123298255,0.434026231,0.026101217,20.70845344,16.14837646484375,2.442258834838867,"MULTIPOLYGON (((-122.5099 37.76409, -122.503 37.76434, -122.5028 37.76243, -122.5096 37.76213, -122.5099 37.76409)))"
060750352023,1,0.120688152,120069,21.98654941,4.81117434,46.6632178,1.655457838,0.731050727,2288,938500,16016.48515,0.35322744,571.7214048,497.1490476,356.2901508,165.7163492,4.669603524,0.469565291,0,0,92.09933913,7.431095579,3132.53411,4419.876895,0,557.8485401,32.35329086,0,0,107.2791697,8.560669161,85.82333579,2.137148512,0.416599763,0.024778513,0.108802209,0.443571824,0.020465949,16.17522466,16.653106689453125,2.2691733837127686,"MULTIPOLYGON (((-122.5094 37.76027, -122.5027 37.76057, -122.5026 37.7587, -122.5091 37.75841, -122.5094 37.76027)))"
060750353001,1,0.346762621,202739,35.07246377,3.188405797,60.43478261,0,0.51073934,NA,1375000,3979.667691,0.2055247,40.37344034,72.09542918,31.72198884,40.37344034,0,50.51756927,0,0,49.48243073,0,716.8794516,4831.468804,7.467494287,179.2198629,17.24286029,7.467494287,0,82.14289989,5.809900649,0,0,0.386733132,0.09767441,0.104742123,0.431064085,0.017569525,17.60377003,40.36456298828125,3.3623030185699463,"MULTIPOLYGON (((-122.4999 37.75133, -122.4952 37.75154, -122.495 37.74968, -122.4949 37.74781, -122.4948 37.74595, -122.4946 37.74409, -122.4994 37.74388, -122.4998 37.74947, -122.4999 37.75133)))"
060750354002,1,0.176417789,217008,38.12056738,0,37.1749409,0,0.716484611,3501,1274500,9590.869529,0.302854992,28.34181303,68.02035127,28.34181303,5.668362606,8.191808192,0,0,0,100,0,1115.520995,2436.532699,0,176.1348939,23.79480107,0,0,73.38995254,5.16857431,0,0,0.437171112,0.014184511,0.088089688,0.439461643,0.025637804,15,16.910110473632812,2.6675848960876465,"MULTIPOLYGON (((-122.5051 37.74923, -122.5019 37.74938, -122.5015 37.74379, -122.5048 37.74364, -122.5051 37.74923)))"
060750401003,1,0.127849884,109460,25.33733133,0,61.31934033,0,0.558217331,2218,1562500,10434.11189,0.436917548,172.0768078,367.6186348,54.75171157,93.86007698,9.763617677,0,0,0,58.29234381,41.70765619,8668.761309,3281.166664,0,162.0329217,23.1255231,20.25411521,4334.380654,81.01691721,4.403271,0,0,0.364696722,0.026004492,0.16892534,0.43504693,0.021816713,17.60570814,58.81453323364258,1.81879723072052,"MULTIPOLYGON (((-122.4646 37.78479, -122.4635 37.78486, -122.4623 37.78304, -122.459 37.78319, -122.4589 37.78133, -122.4611 37.78123, -122.4643 37.78109, -122.4646 37.78479)))"
060750427002,2,0.136504262,72432,41.9778002,2.926337033,50.95862765,0.756811302,0.563194635,1764,1379600,14519.69317,0.390662108,234.4249149,249.0764721,58.60622874,109.8866789,1.371115174,14.33018645,0,0,64.05505867,21.61475488,4723.504864,4078.528296,0,227.6387886,24.36739756,18.96989905,1593.47152,94.85002957,4.89717868,0,0,0.37542934,0.035505706,0.154778724,0.441773807,0.019970763,17.33354581,50.636722564697266,3.570228099822998,"MULTIPOLYGON (((-122.4913 37.78173, -122.487 37.78192, -122.4838 37.78208, -122.4837 37.78021, -122.489 37.77998, -122.4912 37.77987, -122.4913 37.78173)))"
060750451001,1,0.152910881,203824,64.40754039,0.13464991,19.21005386,0.807899461,0.543664524,2858,1576600,14570.57854,0.382541628,274.6697929,425.0842034,137.3348965,52.3180558,1.501706485,0.001199124,0,0,92.35810856,7.640692319,3454.658335,5520.679496,0,304.8227943,21.44730702,33.86919936,406.4303924,67.73878032,36.03550137,0,0,0.375001058,0.067513527,0.146610326,0.442919604,0.021359835,17.31805156,65.98302459716797,2.4892539978027344,"MULTIPOLYGON (((-122.4611 37.78123, -122.4589 37.78133, -122.4585 37.77619, -122.4584 37.77431, -122.4606 37.77403, -122.4608 37.77738, -122.4611 37.78123)))"
060750479023,1,0.138576884,179531,55.14333895,0,24.95784148,5.059021922,0.630344463,2523,1634100,4279.212975,0.313052753,57.72968601,454.6212773,28.864843,7.216210751,0,3.026979632,0,0,96.97302037,0,1364.085079,4933.129602,0,411.0941335,27.61653814,18.68609698,0,56.05860672,16.22035684,0,0,0.411793146,0.053836252,0.112039161,0.435156755,0.02252822,16.94609636,74.07286834716797,5.969603061676025,"MULTIPOLYGON (((-122.5101 37.78101, -122.5052 37.78108, -122.5062 37.77911, -122.506 37.77719, -122.5092 37.77704, -122.5096 37.78017, -122.5101 37.78101)))"
060750162002,3,0.090969488,228125,70.99918765,0,9.829406986,0,0.46267721,2239,1629400,13532.00976,0.429847854,1231.182042,3561.633764,395.7370849,901.4011379,5.141657922,18.79481246,16.3378767,0,0,64.86731083,11813.23999,12581.81223,28.46563854,797.0378791,54.13181284,199.2594698,11386.25542,0,0,0,0,0.315155831,0.068358402,0.205680944,0.418874594,0.032351736,18.76254808,21.22564125061035,3.8653712272644043,"MULTIPOLYGON (((-122.4246 37.77667, -122.4198 37.77729, -122.4194 37.77543, -122.4242 37.77481, -122.4246 37.77667)))"
060750229031,2,0.086036641,215074,36.95987654,5.24691358,11.65123457,6.404320988,0.793584367,3396,1129800,15063.34958,0.418909577,255.7050083,313.819783,92.9836394,209.2131886,12.90322581,0.733917807,0,0,80.57423786,18.69184433,5327.281208,9029.290184,30.09763395,120.3905358,18.2199398,0,1685.467501,210.6846245,61.47670786,0,0,0.334447952,0.085737247,0.192749023,0.430981445,0.024454171,15.93855491,16.366527557373047,2.91520357131958,"MULTIPOLYGON (((-122.4093 37.7544, -122.4074 37.75451, -122.4065 37.75428, -122.4062 37.75137, -122.409 37.7512, -122.4093 37.7544)))"
060750229033,1,0.07785748,NA,57.94117647,2.058823529,5,0,0.660006488,2238,1246000,8733.907089,0.328951002,346.7874874,295.4115633,282.5675823,166.9717532,1.57480315,22.44076055,0,0,72.23953059,5.319708851,2627.497517,8580.941259,33.25946225,498.8919337,37.38203032,0,0,66.51929921,11.7519377,0,0,0.336936734,0.112710642,0.188597221,0.395136941,0.02928583,37.11754507,10.75236701965332,2.4484517574310303,"MULTIPOLYGON (((-122.409 37.7512, -122.4062 37.75137, -122.4062 37.7509, -122.4052 37.74912, -122.4068 37.7488, -122.4087 37.7484, -122.409 37.7512)))"
